start time,end time,data source
2026-06-05T05:58:00Z,2026-06-05T06:20:00Z,Fitbit App
2026-06-05T06:44:00Z,2026-06-05T07:13:00Z,Fitbit App
2026-06-05T07:14:00Z,2026-06-05T07:51:00Z,Fitbit App
2026-06-05T07:52:00Z,2026-06-05T08:23:00Z,Fitbit App
2026-06-05T08:29:00Z,2026-06-05T10:45:00Z,Fitbit App
2026-06-05T11:09:00Z,2026-06-05T11:42:00Z,Fitbit App
2026-06-05T11:43:00Z,2026-06-05T12:20:00Z,Fitbit App
2026-06-05T13:27:00Z,2026-06-05T14:37:00Z,Fitbit App
2026-06-05T14:41:00Z,2026-06-05T15:01:00Z,Fitbit App
2026-06-05T15:11:00Z,2026-06-05T15:58:00Z,Fitbit App
2026-06-05T16:44:00Z,2026-06-05T16:57:00Z,Fitbit App
2026-06-05T17:14:00Z,2026-06-05T17:45:00Z,Fitbit App
2026-06-05T18:57:00Z,2026-06-05T19:16:00Z,Fitbit App
2026-06-05T19:17:00Z,2026-06-05T19:34:00Z,Fitbit App
2026-06-05T22:00:00Z,2026-06-05T22:37:00Z,Fitbit App
