start time,end time,data source
2026-05-31T08:35:00Z,2026-05-31T09:08:00Z,Fitbit App
2026-05-31T09:45:00Z,2026-05-31T09:58:00Z,Fitbit App
2026-05-31T10:03:00Z,2026-05-31T10:33:00Z,Fitbit App
2026-05-31T11:13:00Z,2026-05-31T11:30:00Z,Fitbit App
2026-05-31T11:51:00Z,2026-05-31T12:03:00Z,Fitbit App
2026-05-31T13:09:00Z,2026-05-31T13:30:00Z,Fitbit App
2026-05-31T13:37:00Z,2026-05-31T14:36:00Z,Fitbit App
2026-05-31T14:46:00Z,2026-05-31T15:07:00Z,Fitbit App
2026-05-31T15:39:00Z,2026-05-31T15:54:00Z,Fitbit App
2026-05-31T15:57:00Z,2026-05-31T16:24:00Z,Fitbit App
2026-05-31T17:39:00Z,2026-05-31T18:27:00Z,Fitbit App
2026-05-31T18:37:00Z,2026-05-31T18:54:00Z,Fitbit App
2026-05-31T19:26:00Z,2026-05-31T19:36:00Z,Fitbit App
2026-05-31T20:09:00Z,2026-05-31T20:54:00Z,Fitbit App
2026-05-31T21:06:00Z,2026-05-31T21:42:00Z,Fitbit App
2026-05-31T21:47:00Z,2026-05-31T21:58:00Z,Fitbit App
2026-05-31T22:04:00Z,2026-05-31T23:28:00Z,Fitbit App
2026-05-31T23:29:00Z,2026-05-31T23:54:00Z,Fitbit App
2026-05-31T23:55:00Z,2026-06-01T00:20:00Z,Fitbit App
