start time,end time,data source
2026-05-21T06:15:00Z,2026-05-21T06:29:00Z,Fitbit App
2026-05-21T07:16:00Z,2026-05-21T07:58:00Z,Fitbit App
2026-05-21T08:04:00Z,2026-05-21T08:26:00Z,Fitbit App
2026-05-21T08:33:00Z,2026-05-21T08:44:00Z,Fitbit App
2026-05-21T08:48:00Z,2026-05-21T09:35:00Z,Fitbit App
2026-05-21T10:07:00Z,2026-05-21T10:20:00Z,Fitbit App
2026-05-21T10:23:00Z,2026-05-21T11:13:00Z,Fitbit App
2026-05-21T12:06:00Z,2026-05-21T12:30:00Z,Fitbit App
2026-05-21T14:53:00Z,2026-05-21T15:10:00Z,Fitbit App
2026-05-21T15:16:00Z,2026-05-21T16:08:00Z,Fitbit App
2026-05-21T16:09:00Z,2026-05-21T16:34:00Z,Fitbit App
2026-05-21T16:36:00Z,2026-05-21T16:48:00Z,Fitbit App
2026-05-21T18:50:00Z,2026-05-21T19:04:00Z,Fitbit App
2026-05-21T19:07:00Z,2026-05-21T19:45:00Z,Fitbit App
2026-05-21T19:46:00Z,2026-05-21T20:10:00Z,Fitbit App
2026-05-21T20:33:00Z,2026-05-21T21:07:00Z,Fitbit App
2026-05-21T21:44:00Z,2026-05-21T22:00:00Z,Fitbit App
2026-05-21T22:00:00Z,2026-05-21T22:36:00Z,Fitbit App
