start time,end time,data source
2026-06-01T08:08:00Z,2026-06-01T08:54:00Z,Fitbit App
2026-06-01T10:43:00Z,2026-06-01T11:57:00Z,Fitbit App
2026-06-01T12:33:00Z,2026-06-01T12:48:00Z,Fitbit App
2026-06-01T13:02:00Z,2026-06-01T13:16:00Z,Fitbit App
2026-06-01T15:51:00Z,2026-06-01T16:04:00Z,Fitbit App
2026-06-01T16:51:00Z,2026-06-01T17:15:00Z,Fitbit App
2026-06-01T17:20:00Z,2026-06-01T18:12:00Z,Fitbit App
2026-06-01T18:13:00Z,2026-06-01T18:29:00Z,Fitbit App
2026-06-01T18:30:00Z,2026-06-01T18:41:00Z,Fitbit App
2026-06-01T18:50:00Z,2026-06-01T19:06:00Z,Fitbit App
2026-06-01T19:07:00Z,2026-06-01T21:10:00Z,Fitbit App
2026-06-01T21:25:00Z,2026-06-01T21:55:00Z,Fitbit App
2026-06-01T22:02:00Z,2026-06-02T03:21:00Z,Fitbit App
