timestamp,level,data source
2026-06-01T00:02:00Z,SEDENTARY,Fitbit App
2026-06-01T00:22:00Z,SEDENTARY,Fitbit App
2026-06-01T00:24:00Z,SEDENTARY,Fitbit App
2026-06-01T00:25:00Z,SEDENTARY,Fitbit App
2026-06-01T00:35:00Z,SEDENTARY,Fitbit App
2026-06-01T00:38:00Z,SEDENTARY,Fitbit App
2026-06-01T00:41:00Z,SEDENTARY,Fitbit App
2026-06-01T01:23:00Z,SEDENTARY,Fitbit App
2026-06-01T02:22:00Z,SEDENTARY,Fitbit App
2026-06-01T03:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T03:27:00Z,SEDENTARY,Fitbit App
2026-06-01T03:43:00Z,SEDENTARY,Fitbit App
2026-06-01T05:01:00Z,SEDENTARY,Fitbit App
2026-06-01T05:05:00Z,SEDENTARY,Fitbit App
2026-06-01T05:18:00Z,SEDENTARY,Fitbit App
2026-06-01T05:29:00Z,SEDENTARY,Fitbit App
2026-06-01T05:39:00Z,SEDENTARY,Fitbit App
2026-06-01T05:49:00Z,SEDENTARY,Fitbit App
2026-06-01T05:50:00Z,SEDENTARY,Fitbit App
2026-06-01T05:53:00Z,SEDENTARY,Fitbit App
2026-06-01T06:38:00Z,SEDENTARY,Fitbit App
2026-06-01T06:42:00Z,SEDENTARY,Fitbit App
2026-06-01T06:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T06:49:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T06:51:00Z,SEDENTARY,Fitbit App
2026-06-01T07:01:00Z,SEDENTARY,Fitbit App
2026-06-01T07:03:00Z,SEDENTARY,Fitbit App
2026-06-01T07:20:00Z,SEDENTARY,Fitbit App
2026-06-01T07:38:00Z,SEDENTARY,Fitbit App
2026-06-01T08:00:00Z,SEDENTARY,Fitbit App
2026-06-01T08:01:00Z,SEDENTARY,Fitbit App
2026-06-01T08:02:00Z,SEDENTARY,Fitbit App
2026-06-01T08:03:00Z,SEDENTARY,Fitbit App
2026-06-01T08:07:00Z,SEDENTARY,Fitbit App
2026-06-01T08:19:00Z,SEDENTARY,Fitbit App
2026-06-01T08:20:00Z,SEDENTARY,Fitbit App
2026-06-01T08:23:00Z,SEDENTARY,Fitbit App
2026-06-01T08:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T08:27:00Z,SEDENTARY,Fitbit App
2026-06-01T08:31:00Z,SEDENTARY,Fitbit App
2026-06-01T08:35:00Z,SEDENTARY,Fitbit App
