start time,end time,data source
2026-05-22T06:42:00Z,2026-05-22T07:58:00Z,Fitbit App
2026-05-22T08:14:00Z,2026-05-22T08:26:00Z,Fitbit App
2026-05-22T08:31:00Z,2026-05-22T10:03:00Z,Fitbit App
2026-05-22T11:28:00Z,2026-05-22T11:41:00Z,Fitbit App
2026-05-22T12:52:00Z,2026-05-22T13:07:00Z,Fitbit App
2026-05-22T14:09:00Z,2026-05-22T15:40:00Z,Fitbit App
2026-05-22T15:45:00Z,2026-05-22T16:09:00Z,Fitbit App
2026-05-22T16:17:00Z,2026-05-22T16:31:00Z,Fitbit App
2026-05-22T17:52:00Z,2026-05-22T18:08:00Z,Fitbit App
2026-05-22T18:32:00Z,2026-05-22T18:43:00Z,Fitbit App
2026-05-22T18:51:00Z,2026-05-22T19:08:00Z,Fitbit App
2026-05-22T19:12:00Z,2026-05-22T19:37:00Z,Fitbit App
2026-05-22T20:17:00Z,2026-05-22T20:45:00Z,Fitbit App
2026-05-22T20:49:00Z,2026-05-22T21:13:00Z,Fitbit App
2026-05-22T21:26:00Z,2026-05-22T21:45:00Z,Fitbit App
2026-05-22T22:00:00Z,2026-05-22T23:07:00Z,Fitbit App
