timestamp,lap time,stroke count,stroke type,data source
2026-06-01T08:56:06Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T08:59:38Z,00:00:26.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:06:16Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:30:23Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:35:38Z,00:00:35.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:36:58Z,00:00:43.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:38:04Z,00:00:34.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:39:58Z,00:00:57.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:42:49Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:45:58Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:49:08Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:57:00Z,00:00:21.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:57:29Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:58:28Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T09:59:24Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:00:26Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:03:57Z,00:00:23.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:09:40Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:10:37Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:12:19Z,00:00:18.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:14:36Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:21:38Z,00:00:35.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:22:29Z,00:00:35.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:23:57Z,00:00:32.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T10:27:22Z,00:00:26.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T12:57:56Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T14:07:51Z,00:00:26.000,24,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T15:00:24Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T15:03:17Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T15:07:53Z,00:00:31.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T15:08:39Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T15:17:36Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T16:09:12Z,00:00:12.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T16:32:06Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T16:37:46Z,00:00:09.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T16:38:03Z,00:00:21.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T16:39:31Z,00:00:12.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-01T16:40:32Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T11:07:50Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T11:10:04Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T13:59:07Z,00:00:35.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:00:15Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:00:56Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:01:37Z,00:00:19.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:02:11Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:02:41Z,00:00:27.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:03:47Z,00:00:32.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:04:28Z,00:00:24.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T14:06:34Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T15:00:57Z,00:00:17.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T15:01:49Z,00:00:16.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T15:02:13Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
2026-06-02T15:05:06Z,00:00:33.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Versa 4
