start time,end time,data source
2026-05-28T07:54:00Z,2026-05-28T08:19:00Z,Fitbit App
2026-05-28T08:49:00Z,2026-05-28T09:34:00Z,Fitbit App
2026-05-28T10:30:00Z,2026-05-28T12:01:00Z,Fitbit App
2026-05-28T13:07:00Z,2026-05-28T13:22:00Z,Fitbit App
2026-05-28T13:23:00Z,2026-05-28T14:44:00Z,Fitbit App
2026-05-28T14:48:00Z,2026-05-28T15:18:00Z,Fitbit App
2026-05-28T15:31:00Z,2026-05-28T17:14:00Z,Fitbit App
2026-05-28T17:40:00Z,2026-05-28T17:51:00Z,Fitbit App
2026-05-28T17:52:00Z,2026-05-28T19:19:00Z,Fitbit App
2026-05-28T20:00:00Z,2026-05-28T20:33:00Z,Fitbit App
2026-05-28T20:52:00Z,2026-05-28T21:05:00Z,Fitbit App
2026-05-28T21:12:00Z,2026-05-28T21:23:00Z,Fitbit App
2026-05-28T22:00:00Z,2026-05-28T22:40:00Z,Fitbit App
