timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2026-05-09T07:21:30Z,15.0,1.3,16.9,15.0,1.4,14.2,16.6,1.9,6.0,15.0,1.3,16.9,Fitbit App
2026-05-10T07:30:30Z,15.6,1.2,11.4,15.0,1.8,9.6,12.4,0.9,2.8,15.6,1.2,11.4,Fitbit App
2026-05-11T05:08:30Z,15.6,1.5,7.5,15.0,1.7,7.0,14.8,0.5,3.4,15.6,1.5,7.5,Fitbit App
2026-05-12T06:26:00Z,15.2,1.1,10.9,14.6,1.9,7.6,14.8,2.1,4.1,15.2,1.1,10.9,Fitbit App
2026-05-13T06:45:00Z,15.4,1.2,7.4,15.0,1.7,8.7,20.0,4.5,8.4,15.4,1.2,7.4,Fitbit App
2026-05-15T07:09:30Z,16.0,1.1,12.8,15.6,1.5,9.5,18.2,2.6,5.0,16.0,1.1,12.8,Fitbit App
2026-05-17T07:28:30Z,15.8,1.4,12.0,14.6,1.7,7.9,16.8,0.7,5.6,15.8,1.4,12.0,Fitbit App
2026-05-18T07:39:30Z,15.6,1.6,9.7,15.0,1.8,8.6,14.8,0.5,2.6,15.6,1.6,9.7,Fitbit App
2026-05-19T10:24:30Z,16.8,1.3,8.6,16.4,1.4,10.8,15.0,1.0,3.9,16.8,1.3,8.6,Fitbit App
