start time,end time,data source
2026-06-04T07:42:00Z,2026-06-04T08:26:00Z,Fitbit App
2026-06-04T08:29:00Z,2026-06-04T08:39:00Z,Fitbit App
2026-06-04T08:59:00Z,2026-06-04T09:32:00Z,Fitbit App
2026-06-04T09:50:00Z,2026-06-04T10:05:00Z,Fitbit App
2026-06-04T11:39:00Z,2026-06-04T11:57:00Z,Fitbit App
2026-06-04T13:14:00Z,2026-06-04T13:29:00Z,Fitbit App
2026-06-04T13:32:00Z,2026-06-04T13:56:00Z,Fitbit App
2026-06-04T14:05:00Z,2026-06-04T14:30:00Z,Fitbit App
2026-06-04T14:58:00Z,2026-06-04T16:13:00Z,Fitbit App
2026-06-04T16:18:00Z,2026-06-04T16:33:00Z,Fitbit App
2026-06-04T16:35:00Z,2026-06-04T16:45:00Z,Fitbit App
2026-06-04T16:47:00Z,2026-06-04T17:30:00Z,Fitbit App
2026-06-04T17:46:00Z,2026-06-04T18:15:00Z,Fitbit App
2026-06-04T18:19:00Z,2026-06-04T19:22:00Z,Fitbit App
2026-06-04T19:38:00Z,2026-06-04T20:24:00Z,Fitbit App
