start time,end time,data source
2026-05-21T05:21:00Z,2026-05-21T05:36:00Z,Fitbit App
2026-05-21T05:42:00Z,2026-05-21T05:52:00Z,Fitbit App
2026-05-21T06:10:00Z,2026-05-21T06:24:00Z,Fitbit App
2026-05-21T06:29:00Z,2026-05-21T07:57:00Z,Fitbit App
2026-05-21T08:13:00Z,2026-05-21T08:28:00Z,Fitbit App
2026-05-21T08:31:00Z,2026-05-21T08:44:00Z,Fitbit App
2026-05-21T12:32:00Z,2026-05-21T13:19:00Z,Fitbit App
2026-05-21T13:20:00Z,2026-05-21T13:55:00Z,Fitbit App
2026-05-21T14:04:00Z,2026-05-21T14:16:00Z,Fitbit App
2026-05-21T15:02:00Z,2026-05-21T15:16:00Z,Fitbit App
2026-05-21T16:16:00Z,2026-05-21T16:27:00Z,Fitbit App
2026-05-21T16:56:00Z,2026-05-21T17:10:00Z,Fitbit App
