timestamp,rmssd,coverage,low_frequency,high_frequency
2026-06-02T05:50:00,43.869,0.982,1164.287,321.357
2026-06-02T05:55:00,32.571,0.99,155.138,178.595
2026-06-02T06:00:00,35.646,1.002,169.494,206.58
2026-06-02T06:05:00,44.097,1.005,150.326,322.648
2026-06-02T06:10:00,48.344,1.004,915.901,396.527
2026-06-02T06:15:00,49.343,1.006,224.543,422.759
2026-06-02T06:20:00,46.837,1.001,1229.355,378.151
2026-06-02T06:25:00,49.571,1.005,692.116,357.788
2026-06-02T06:30:00,51.133,1.007,262.132,396.538
2026-06-02T06:35:00,60.889,0.914,1672.056,706.764
2026-06-02T06:40:00,53.12,0.972,959.759,344.516
2026-06-02T06:45:00,42.998,1.005,421.1,430.142
2026-06-02T06:50:00,45.483,0.954,892.457,412.681
2026-06-02T06:55:00,38.003,0.855,265.737,306.28
2026-06-02T07:00:00,43.054,0.842,1124.025,343.327
2026-06-02T07:05:00,42.445,0.932,558.5,282.441
2026-06-02T07:10:00,38.941,1.003,501.355,241.416
2026-06-02T07:15:00,39.852,1.005,526.968,238.117
2026-06-02T07:20:00,43.524,1.006,465.291,305.854
2026-06-02T07:25:00,43.631,1.002,334.289,308.676
2026-06-02T07:30:00,47.872,1.003,362.038,388.776
2026-06-02T07:35:00,37.083,1.005,124.433,200.909
2026-06-02T07:40:00,58.091,0.81,2089.951,510.683
2026-06-02T07:45:00,57.247,0.975,1109.945,537.182
2026-06-02T07:50:00,47.191,0.996,1177.569,285.508
2026-06-02T07:55:00,56.962,0.968,1790.557,502.077
2026-06-02T08:00:00,49.427,1.004,1618.582,566.594
2026-06-02T08:05:00,37.932,0.998,625.775,248.698
2026-06-02T08:10:00,49.912,1.006,1743.734,439.556
2026-06-02T08:15:00,48.477,0.904,1735.011,246.221
2026-06-02T08:20:00,43.636,0.971,319.427,294.711
2026-06-02T08:25:00,26.706,0.933,306.644,106.827
2026-06-02T08:30:00,36.492,0.984,652.174,333.337
2026-06-02T08:35:00,34.793,1.004,477.721,251.866
2026-06-02T08:40:00,28.361,0.96,866.742,117.624
2026-06-02T08:45:00,26.637,1.006,131.144,127.118
2026-06-02T08:50:00,24.127,1.001,70.603,121.92
2026-06-02T08:55:00,29.824,1.007,108.872,137.703
2026-06-02T09:00:00,33.16,1.002,465.487,204.809
2026-06-02T09:05:00,31.654,1.005,220.345,169.992
2026-06-02T09:10:00,34.013,0.887,153.795,177.668
2026-06-02T09:15:00,58.911,0.779,2577.213,227.54
2026-06-02T09:20:00,71.91,0.918,6813.294,588.953
2026-06-02T09:25:00,80.11,0.916,2394.45,606.05
2026-06-02T09:30:00,177.654,0.883,5531.455,4320.969
2026-06-02T09:35:00,187.807,0.709,12418.58,3370.273
2026-06-02T09:40:00,93.977,0.849,5040.549,1603.822
2026-06-02T09:45:00,36.964,0.893,947.634,185.806
2026-06-02T09:50:00,42.351,0.703,724.672,186.828
2026-06-02T09:55:00,30.658,0.975,299.896,205.999
2026-06-02T10:00:00,33.703,0.95,1186.643,169.264
2026-06-02T10:05:00,35.556,0.833,879.549,179.864
2026-06-02T10:10:00,39.341,0.917,1946.618,324.318
2026-06-02T10:15:00,55.522,0.942,4099.72,350.125
2026-06-02T10:20:00,43.62,0.897,2160.327,320.71
2026-06-02T10:25:00,41.004,1.006,383.704,407.65
2026-06-02T10:30:00,42.942,0.923,634.967,285.497
2026-06-02T10:35:00,43.37,1.006,633.21,267.67
2026-06-02T10:40:00,36.08,0.969,1010.283,228.461
2026-06-02T10:50:00,30.748,0.767,552.557,233.126
2026-06-02T10:55:00,26.336,0.978,239.614,148.697
2026-06-02T11:00:00,32.73,0.913,1265.301,105.24
2026-06-02T11:05:00,26.859,0.985,781.573,127.548
2026-06-02T11:10:00,24.912,1.003,172.701,98.284
2026-06-02T11:15:00,32.696,1.005,526.785,213.869
2026-06-02T11:20:00,39.692,1.003,399.725,250.146
2026-06-02T11:25:00,38.092,1.003,326.332,241.261
2026-06-02T11:30:00,31.715,1.003,269.188,149.56
2026-06-02T11:35:00,25.81,1.004,150.528,99.54
2026-06-02T11:40:00,26.07,1.005,125.218,111.105
2026-06-02T11:45:00,30.924,0.934,1105.281,112.16
2026-06-02T11:50:00,48.699,0.75,4094.873,190.49
