type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2026-05-07T00:48:30,2026-05-07T07:48:30,420,34.38547619047619,NaN,NaN,NaN,NaN
IDT,2026-05-08T23:59:30,2026-05-09T08:18:30,499,33.62885771543086,NaN,NaN,NaN,NaN
IDT,2026-05-10T00:08,2026-05-10T07:49,461,34.24056399132321,1.8189894035458565E-12,76.13145336252637,0.40159175585191714,0.4068207952941356
IDT,2026-05-11T01:02,2026-05-11T10:08:30,547,34.62577696526508,171.07801027786263,266.81236855708994,0.4250134427831536,0.5583245787099955
IDT,2026-05-12T01:09,2026-05-12T08:36:30,448,34.39107142857143,2.506666666668025,382.7383111109957,0.3759240180786022,0.6960800035437874
IDT,2026-05-13T00:40:30,2026-05-13T08:37:30,477,33.631865828092245,-324.9105833591566,758.9898682993371,0.42146889646874214,0.8731162432925248
IDT,2026-05-14T01:35,2026-05-14T10:10:30,516,33.659108527131785,-300.03101952277575,799.3018656510394,0.42724633784644617,0.9481637822850144
