timestamp,rmssd,coverage,low_frequency,high_frequency
2026-05-10T00:30:00,17.195,0.96,431.947,73.845
2026-05-10T00:35:00,20.375,0.948,406.073,116.068
2026-05-10T00:40:00,19.149,0.949,597.572,98.51
2026-05-10T00:45:00,15.243,1.001,161.405,84.103
2026-05-10T00:50:00,15.618,1.004,127.584,89.727
2026-05-10T00:55:00,15.915,0.969,128.827,79.098
2026-05-10T01:00:00,15.496,0.903,612.166,99.583
2026-05-10T01:05:00,16.339,1.004,196.749,98.976
2026-05-10T01:10:00,15.735,1.001,123.181,98.502
2026-05-10T01:15:00,20.715,0.951,264.48,144.181
2026-05-10T01:20:00,16.376,1.002,81.0,96.513
2026-05-10T01:25:00,20.404,0.979,133.198,106.868
2026-05-10T01:30:00,21.554,1.0,209.431,138.025
2026-05-10T01:35:00,13.008,0.969,206.158,52.94
2026-05-10T01:40:00,11.003,1.002,166.928,37.839
2026-05-10T01:45:00,11.893,0.993,446.049,45.846
2026-05-10T01:50:00,11.021,0.999,132.881,36.599
2026-05-10T01:55:00,15.94,0.937,553.612,72.589
2026-05-10T02:00:00,14.135,1.002,185.002,53.238
2026-05-10T02:05:00,13.324,1.001,167.941,48.947
2026-05-10T02:10:00,12.467,1.003,146.734,56.301
2026-05-10T02:15:00,13.064,1.0,180.155,47.166
2026-05-10T02:20:00,21.532,0.946,1263.869,152.994
2026-05-10T02:25:00,20.566,1.004,244.659,125.383
2026-05-10T02:30:00,25.459,0.97,167.571,179.641
2026-05-10T02:35:00,27.963,1.002,1349.686,262.687
2026-05-10T02:40:00,29.272,0.927,1343.189,205.799
2026-05-10T02:45:00,26.817,1.0,316.288,252.791
2026-05-10T02:50:00,30.132,0.978,1983.239,305.582
2026-05-10T02:55:00,25.535,1.002,383.189,205.678
2026-05-10T03:00:00,24.601,0.999,519.149,207.312
2026-05-10T03:05:00,27.072,1.004,284.283,217.104
2026-05-10T03:10:00,27.453,1.002,265.434,184.138
2026-05-10T03:15:00,31.7,0.958,909.778,223.099
2026-05-10T03:20:00,26.487,0.999,710.063,128.484
2026-05-10T03:25:00,23.797,0.973,1370.723,184.921
2026-05-10T03:30:00,17.245,0.938,848.204,121.473
2026-05-10T03:35:00,35.176,0.89,1598.275,264.984
2026-05-10T03:40:00,30.633,0.921,2743.97,300.164
2026-05-10T03:45:00,27.548,0.953,969.467,147.949
2026-05-10T03:50:00,35.363,0.924,310.456,234.835
2026-05-10T03:55:00,31.398,1.003,686.366,250.228
2026-05-10T04:00:00,32.287,0.959,430.596,255.819
2026-05-10T04:05:00,33.147,1.003,1428.955,301.031
2026-05-10T04:10:00,35.409,1.003,1845.439,307.812
2026-05-10T04:15:00,32.039,0.996,2239.857,201.872
2026-05-10T04:20:00,36.132,0.985,2168.603,330.258
2026-05-10T04:25:00,29.278,1.005,220.399,236.505
2026-05-10T04:30:00,28.373,1.0,374.982,216.681
2026-05-10T04:35:00,29.371,1.002,452.456,248.394
2026-05-10T04:40:00,30.938,1.002,1008.959,271.926
2026-05-10T04:45:00,30.134,0.988,1360.236,275.741
2026-05-10T04:50:00,31.01,1.003,274.631,284.852
2026-05-10T04:55:00,33.883,1.002,726.01,342.57
2026-05-10T05:00:00,34.775,1.005,1058.233,331.426
2026-05-10T05:05:00,34.018,1.002,453.526,288.997
2026-05-10T05:10:00,19.928,1.002,118.991,72.338
2026-05-10T05:15:00,33.8,0.966,1644.85,212.462
2026-05-10T05:20:00,33.817,1.003,974.291,232.838
2026-05-10T05:25:00,33.455,0.937,1217.979,207.974
2026-05-10T05:30:00,29.397,0.965,1102.198,198.131
2026-05-10T05:35:00,31.899,0.93,782.992,142.146
2026-05-10T05:40:00,35.084,0.901,1207.803,384.372
2026-05-10T05:45:00,38.74,0.975,1374.575,328.093
2026-05-10T05:50:00,32.866,1.004,576.483,269.534
2026-05-10T05:55:00,30.67,1.003,1813.629,311.543
2026-05-10T06:00:00,31.44,1.004,480.62,279.754
2026-05-10T06:05:00,36.774,0.966,2176.506,346.6
2026-05-10T06:10:00,42.784,1.004,368.732,651.364
2026-05-10T06:15:00,41.751,1.001,466.414,672.35
2026-05-10T06:20:00,37.524,1.003,375.444,512.026
2026-05-10T06:25:00,38.432,0.958,749.843,374.35
2026-05-10T06:30:00,43.534,0.925,1065.256,465.592
2026-05-10T06:35:00,41.804,1.004,669.344,579.476
2026-05-10T06:40:00,39.956,1.002,640.444,465.486
2026-05-10T06:45:00,39.935,0.98,783.828,550.333
2026-05-10T06:50:00,31.606,0.94,822.384,311.151
2026-05-10T06:55:00,27.267,0.986,1977.742,144.457
2026-05-10T07:00:00,39.176,0.874,1858.414,406.395
2026-05-10T07:05:00,47.595,0.987,2043.198,837.524
2026-05-10T07:10:00,36.982,0.953,2629.865,592.321
2026-05-10T07:15:00,29.435,0.946,1389.958,129.593
2026-05-10T07:20:00,37.785,0.945,1262.727,293.718
2026-05-10T07:25:00,39.764,0.908,2129.075,357.996
2026-05-10T07:30:00,29.708,0.954,1373.827,232.176
2026-05-10T07:35:00,30.882,0.961,1002.538,202.39
2026-05-10T07:40:00,35.976,0.972,2539.561,279.497
2026-05-10T07:45:00,40.914,0.948,4187.907,477.084
2026-05-10T07:50:00,55.08,0.864,1280.171,771.415
2026-05-10T07:55:00,46.461,0.98,919.307,673.348
2026-05-10T08:00:00,41.796,0.977,661.29,594.689
2026-05-10T08:05:00,36.845,1.004,537.266,471.882
2026-05-10T08:10:00,38.983,1.004,596.442,413.549
2026-05-10T08:15:00,37.755,0.989,1880.986,458.742
2026-05-10T08:20:00,34.424,1.003,833.954,415.294
2026-05-10T08:25:00,34.625,1.003,1048.804,424.378
2026-05-10T08:30:00,40.665,0.917,2978.493,392.44
2026-05-10T08:35:00,37.346,1.004,2613.888,310.581
2026-05-10T08:40:00,33.501,0.901,2125.694,234.693
2026-05-10T08:45:00,37.701,0.975,2665.383,400.871
2026-05-10T08:50:00,37.187,0.914,1364.53,228.196
2026-05-10T08:55:00,38.235,0.981,1130.471,442.444
2026-05-10T09:00:00,36.254,0.981,509.677,201.684
2026-05-10T09:05:00,45.093,0.934,3884.197,596.723
2026-05-10T09:10:00,39.168,0.801,1004.609,308.882
2026-05-10T09:15:00,38.496,1.002,835.122,262.181
2026-05-10T09:20:00,36.33,0.972,1531.438,348.162
2026-05-10T09:25:00,49.194,0.861,2204.659,418.927
2026-05-10T23:15:00,19.117,0.816,449.267,379.336
2026-05-10T23:20:00,17.826,0.97,320.879,70.208
2026-05-10T23:25:00,23.724,1.003,905.397,133.768
2026-05-10T23:30:00,26.473,0.978,1821.338,177.09
2026-05-10T23:35:00,21.429,0.995,1532.726,112.504
2026-05-10T23:40:00,19.867,1.001,956.695,113.957
2026-05-10T23:45:00,18.024,1.004,571.049,95.49
2026-05-10T23:50:00,16.433,1.0,272.778,68.317
2026-05-10T23:55:00,18.324,1.003,261.469,97.467
